age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,education_ordered,age_bins
41,blue-collar,divorced,basic.9y,unknown,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,basic.9y,"(35, 45]"
54,blue-collar,married,basic.4y,unknown,no,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,basic.4y,"(45, 55]"
53,management,single,professional.course,unknown,no,no,1.0,jul,wed,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,professional.course,"(45, 55]"
57,entrepreneur,divorced,basic.9y,no,yes,no,1.0,may,wed,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,basic.9y,"(55, 65]"
36,blue-collar,married,basic.6y,no,no,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,basic.6y,"(35, 45]"
37,blue-collar,married,professional.course,no,yes,no,1.0,jul,wed,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,professional.course,"(35, 45]"
35,technician,divorced,professional.course,no,yes,no,0.0,jun,thu,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,professional.course,"(25, 35]"
34,blue-collar,married,basic.9y,no,yes,no,1.0,apr,fri,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,basic.9y,"(25, 35]"
49,blue-collar,married,basic.4y,no,no,no,0.0,jun,tue,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.4y,"(45, 55]"
29,services,single,high.school,no,yes,no,1.0,jul,wed,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,high.school,"(25, 35]"
34,services,married,high.school,no,no,yes,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,high.school,"(25, 35]"
82,housemaid,married,basic.4y,no,no,no,0.0,sep,tue,3.0,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,1,basic.4y,"(75, 85]"
39,admin.,single,high.school,no,yes,yes,1.0,nov,tue,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,high.school,"(35, 45]"
58,services,married,high.school,no,yes,no,0.0,jun,fri,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,high.school,"(55, 65]"
60,admin.,married,professional.course,no,no,no,1.0,aug,tue,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,professional.course,"(55, 65]"
53,technician,married,professional.course,unknown,yes,no,1.0,jul,thu,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,unknown,"(45, 55]"
27,services,single,high.school,no,yes,no,1.0,apr,tue,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,high.school,"(25, 35]"
33,admin.,married,university.degree,no,yes,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
33,unemployed,divorced,professional.course,no,no,no,1.0,aug,mon,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,professional.course,"(25, 35]"
25,entrepreneur,single,university.degree,no,yes,no,1.0,may,thu,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,university.degree,"(15, 25]"
25,technician,single,professional.course,no,yes,no,1.0,may,tue,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,professional.course,"(15, 25]"
46,admin.,married,university.degree,no,yes,no,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,university.degree,"(45, 55]"
60,housemaid,married,basic.4y,no,no,no,1.0,aug,fri,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,basic.4y,"(55, 65]"
31,services,single,high.school,no,no,no,0.0,jun,fri,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,1,high.school,"(25, 35]"
30,student,single,high.school,no,no,no,1.0,mar,fri,5.0,10,2,failure,-1.8,92.843,-50.0,1.64,5099.1,1,high.school,"(25, 35]"
36,admin.,married,university.degree,no,yes,yes,0.0,jun,fri,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,university.degree,"(35, 45]"
27,student,single,university.degree,no,yes,no,1.0,aug,wed,1.0,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,1,university.degree,"(25, 35]"
40,blue-collar,married,basic.6y,no,yes,no,1.0,nov,wed,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,basic.6y,"(35, 45]"
55,blue-collar,divorced,basic.9y,no,yes,no,1.0,nov,thu,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,basic.9y,"(45, 55]"
36,admin.,married,university.degree,no,no,no,1.0,nov,wed,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(35, 45]"
32,admin.,married,university.degree,no,yes,no,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,university.degree,"(25, 35]"
21,blue-collar,single,basic.9y,no,yes,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,basic.9y,"(15, 25]"
42,blue-collar,married,basic.6y,unknown,no,no,0.0,jun,tue,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.6y,"(35, 45]"
41,blue-collar,single,basic.4y,unknown,no,no,0.0,jun,mon,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,unknown,"(35, 45]"
35,admin.,single,university.degree,no,yes,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,university.degree,"(25, 35]"
33,admin.,single,high.school,unknown,yes,no,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,high.school,"(25, 35]"
30,technician,single,professional.course,no,yes,no,0.0,may,mon,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,unknown,"(25, 35]"
45,blue-collar,married,basic.4y,unknown,yes,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.4y,"(35, 45]"
32,entrepreneur,married,university.degree,no,no,yes,1.0,nov,wed,2.0,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(25, 35]"
48,admin.,married,university.degree,no,yes,yes,1.0,nov,fri,1.0,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(45, 55]"
31,admin.,single,university.degree,no,yes,no,0.0,jun,thu,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,university.degree,"(25, 35]"
32,blue-collar,married,basic.9y,no,yes,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.9y,"(25, 35]"
44,blue-collar,married,basic.4y,no,yes,no,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,basic.4y,"(35, 45]"
36,technician,divorced,professional.course,unknown,no,no,0.0,jun,mon,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,professional.course,"(35, 45]"
33,housemaid,unknown,university.degree,no,yes,no,1.0,apr,thu,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0,university.degree,"(25, 35]"
40,admin.,single,university.degree,no,yes,no,1.0,aug,mon,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(35, 45]"
36,blue-collar,married,professional.course,unknown,yes,yes,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(35, 45]"
48,technician,married,professional.course,no,no,no,0.0,may,thu,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,professional.course,"(45, 55]"
39,admin.,single,university.degree,no,yes,yes,0.0,jun,mon,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,university.degree,"(35, 45]"
34,blue-collar,married,basic.6y,no,no,yes,0.0,may,wed,1.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,basic.6y,"(25, 35]"
29,admin.,single,university.degree,no,no,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(25, 35]"
34,technician,divorced,professional.course,no,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,professional.course,"(25, 35]"
31,blue-collar,married,basic.9y,no,no,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.9y,"(25, 35]"
27,admin.,single,university.degree,no,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(25, 35]"
33,admin.,single,university.degree,no,no,no,1.0,mar,tue,2.0,999,1,failure,-1.8,92.843,-50.0,1.614,5099.1,1,university.degree,"(25, 35]"
36,services,married,high.school,no,no,yes,0.0,may,wed,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,high.school,"(35, 45]"
36,blue-collar,married,basic.9y,no,no,no,0.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,basic.9y,"(35, 45]"
47,admin.,single,university.degree,no,no,no,1.0,aug,thu,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(45, 55]"
46,management,divorced,basic.4y,no,no,no,0.0,jul,wed,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.4y,"(45, 55]"
44,entrepreneur,married,professional.course,no,no,yes,0.0,jun,wed,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,professional.course,"(35, 45]"
29,admin.,single,university.degree,no,yes,yes,1.0,jun,thu,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,university.degree,"(25, 35]"
34,admin.,married,high.school,no,yes,no,1.0,jun,wed,1.0,5,1,success,-1.7,94.055,-39.8,0.704,4991.6,0,high.school,"(25, 35]"
32,management,single,university.degree,no,no,no,1.0,mar,mon,2.0,999,1,failure,-1.8,92.843,-50.0,1.703,5099.1,0,university.degree,"(25, 35]"
42,admin.,married,high.school,unknown,yes,no,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,high.school,"(35, 45]"
46,admin.,married,university.degree,no,yes,yes,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(45, 55]"
30,student,single,high.school,no,no,no,1.0,jun,tue,3.0,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,0,unknown,"(25, 35]"
30,admin.,single,university.degree,no,no,no,0.0,aug,wed,1.0,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,0,university.degree,"(25, 35]"
51,blue-collar,married,high.school,no,no,no,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,high.school,"(45, 55]"
31,blue-collar,married,basic.9y,unknown,yes,yes,1.0,may,wed,3.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,basic.9y,"(25, 35]"
34,technician,married,professional.course,no,yes,no,1.0,may,wed,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,professional.course,"(25, 35]"
42,housemaid,married,high.school,no,yes,no,1.0,jul,mon,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(35, 45]"
44,blue-collar,married,basic.6y,unknown,yes,yes,1.0,jul,tue,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,basic.6y,"(35, 45]"
37,admin.,married,professional.course,no,yes,no,1.0,apr,thu,2.0,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,professional.course,"(35, 45]"
21,student,single,high.school,no,no,no,0.0,jul,thu,6.0,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,0,unknown,"(15, 25]"
40,blue-collar,married,basic.4y,unknown,yes,no,0.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.4y,"(35, 45]"
37,housemaid,married,high.school,unknown,no,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,high.school,"(35, 45]"
36,admin.,married,university.degree,no,yes,no,1.0,nov,fri,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(35, 45]"
41,blue-collar,married,basic.9y,no,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,basic.9y,"(35, 45]"
29,services,married,high.school,unknown,yes,no,1.0,may,thu,1.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,high.school,"(25, 35]"
48,admin.,married,high.school,unknown,yes,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(45, 55]"
29,blue-collar,single,high.school,unknown,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,high.school,"(25, 35]"
32,admin.,divorced,university.degree,no,no,no,1.0,aug,wed,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
42,admin.,divorced,university.degree,no,yes,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(35, 45]"
33,unemployed,married,basic.4y,no,no,no,1.0,may,mon,1.0,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,basic.4y,"(25, 35]"
84,retired,divorced,basic.4y,unknown,yes,no,1.0,oct,fri,4.0,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,0,basic.4y,"(75, 85]"
41,admin.,married,university.degree,no,yes,no,1.0,aug,thu,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,university.degree,"(35, 45]"
34,entrepreneur,married,professional.course,no,no,no,0.0,aug,tue,1.0,999,0,nonexistent,-1.7,94.027,-38.3,0.895,4991.6,0,professional.course,"(25, 35]"
38,blue-collar,married,basic.6y,no,yes,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.6y,"(35, 45]"
33,admin.,single,university.degree,no,no,no,0.0,nov,fri,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(25, 35]"
53,admin.,divorced,high.school,no,yes,no,1.0,nov,thu,2.0,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,high.school,"(45, 55]"
47,unemployed,married,professional.course,no,yes,no,1.0,nov,wed,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,professional.course,"(45, 55]"
59,housemaid,married,basic.4y,no,no,no,0.0,oct,tue,1.0,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,0,basic.4y,"(55, 65]"
32,services,married,high.school,no,no,no,1.0,jul,tue,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(25, 35]"
40,blue-collar,married,basic.6y,no,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,basic.6y,"(35, 45]"
33,blue-collar,married,basic.9y,no,no,no,0.0,jun,fri,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.9y,"(25, 35]"
37,unemployed,single,university.degree,no,yes,no,1.0,nov,fri,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,university.degree,"(35, 45]"
40,services,single,university.degree,no,no,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,university.degree,"(35, 45]"
56,housemaid,married,university.degree,no,yes,no,1.0,apr,mon,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,university.degree,"(55, 65]"
45,housemaid,married,basic.4y,unknown,no,no,1.0,aug,mon,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,basic.4y,"(35, 45]"
43,blue-collar,married,high.school,no,no,no,1.0,may,fri,6.0,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,high.school,"(35, 45]"
37,technician,married,professional.course,no,no,no,0.0,jun,fri,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,professional.course,"(35, 45]"
42,blue-collar,married,basic.4y,unknown,no,no,0.0,may,wed,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,basic.4y,"(35, 45]"
51,blue-collar,married,high.school,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,high.school,"(45, 55]"
58,admin.,married,high.school,no,no,yes,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,high.school,"(55, 65]"
28,blue-collar,single,university.degree,no,yes,no,1.0,apr,tue,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,university.degree,"(25, 35]"
50,blue-collar,married,basic.4y,no,yes,yes,0.0,nov,tue,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,basic.4y,"(45, 55]"
49,blue-collar,married,basic.4y,unknown,no,no,0.0,may,fri,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,basic.4y,"(45, 55]"
34,technician,single,university.degree,no,yes,no,1.0,aug,thu,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,university.degree,"(25, 35]"
36,services,married,high.school,no,yes,yes,1.0,jul,mon,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,high.school,"(35, 45]"
24,services,single,high.school,no,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,high.school,"(15, 25]"
32,management,single,university.degree,no,no,no,1.0,jun,mon,2.0,3,1,success,-2.9,92.963,-40.8,1.281,5076.2,1,university.degree,"(25, 35]"
37,management,single,university.degree,no,no,no,1.0,may,tue,1.0,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,university.degree,"(35, 45]"
45,blue-collar,married,basic.4y,no,yes,yes,1.0,may,thu,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,basic.4y,"(35, 45]"
41,technician,divorced,university.degree,no,yes,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,university.degree,"(35, 45]"
29,blue-collar,divorced,basic.9y,unknown,no,no,1.0,may,fri,4.0,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,unknown,"(25, 35]"
37,technician,married,professional.course,no,yes,no,1.0,nov,thu,2.0,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,professional.course,"(35, 45]"
30,admin.,single,university.degree,no,no,yes,1.0,apr,tue,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,university.degree,"(25, 35]"
35,blue-collar,divorced,high.school,no,no,no,1.0,aug,thu,1.0,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,1,high.school,"(25, 35]"
35,services,married,high.school,unknown,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,high.school,"(25, 35]"
57,admin.,divorced,university.degree,no,no,no,0.0,nov,tue,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,0,university.degree,"(55, 65]"
37,technician,married,university.degree,no,yes,yes,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,university.degree,"(35, 45]"
45,services,married,professional.course,no,yes,yes,1.0,aug,thu,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,professional.course,"(35, 45]"
25,technician,married,university.degree,no,no,yes,1.0,may,thu,1.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,university.degree,"(15, 25]"
47,admin.,single,high.school,no,yes,no,1.0,may,mon,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,high.school,"(45, 55]"
35,admin.,single,university.degree,no,no,yes,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(25, 35]"
31,blue-collar,single,basic.9y,unknown,yes,no,1.0,jul,fri,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.9y,"(25, 35]"
35,admin.,single,high.school,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,high.school,"(25, 35]"
43,technician,married,professional.course,no,no,no,0.0,jun,tue,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,professional.course,"(35, 45]"
42,blue-collar,married,basic.4y,unknown,yes,no,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
34,blue-collar,divorced,professional.course,no,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(25, 35]"
40,services,single,high.school,no,yes,no,1.0,apr,thu,2.0,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,high.school,"(35, 45]"
74,retired,married,university.degree,no,no,no,1.0,apr,thu,1.0,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1,university.degree,"(65, 75]"
55,technician,married,professional.course,no,yes,no,1.0,apr,fri,2.0,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,0,professional.course,"(45, 55]"
35,technician,single,professional.course,no,yes,no,1.0,nov,thu,2.0,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,professional.course,"(25, 35]"
52,entrepreneur,single,university.degree,no,yes,no,1.0,may,thu,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,university.degree,"(45, 55]"
52,management,married,university.degree,no,yes,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,university.degree,"(45, 55]"
44,blue-collar,married,basic.4y,no,yes,no,0.0,may,fri,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
49,services,married,high.school,unknown,yes,no,0.0,jun,tue,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,high.school,"(45, 55]"
45,unemployed,married,university.degree,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
72,retired,married,professional.course,no,no,no,1.0,sep,wed,1.0,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,0,professional.course,"(65, 75]"
29,admin.,single,university.degree,no,yes,no,0.0,jun,wed,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,university.degree,"(25, 35]"
39,unemployed,married,university.degree,unknown,no,no,0.0,jun,thu,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,university.degree,"(35, 45]"
46,blue-collar,married,basic.9y,unknown,no,no,0.0,may,tue,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,basic.9y,"(45, 55]"
35,entrepreneur,married,university.degree,no,yes,no,1.0,aug,thu,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
70,retired,married,basic.4y,no,no,no,1.0,mar,mon,3.0,999,1,failure,-1.8,92.843,-50.0,1.629,5099.1,0,basic.4y,"(65, 75]"
33,services,married,high.school,no,yes,no,1.0,jul,tue,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(25, 35]"
24,student,single,university.degree,no,no,no,1.0,jun,mon,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,university.degree,"(15, 25]"
41,technician,married,professional.course,no,no,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,professional.course,"(35, 45]"
37,admin.,married,basic.4y,no,yes,no,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
28,admin.,single,university.degree,no,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,university.degree,"(25, 35]"
37,admin.,married,university.degree,no,yes,no,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,unknown,"(35, 45]"
33,technician,single,university.degree,no,yes,no,1.0,may,tue,1.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,university.degree,"(25, 35]"
31,admin.,single,university.degree,no,yes,no,1.0,jun,mon,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,university.degree,"(25, 35]"
26,student,single,high.school,no,yes,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,high.school,"(25, 35]"
43,blue-collar,married,basic.6y,no,no,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,basic.6y,"(35, 45]"
31,admin.,single,university.degree,no,no,no,1.0,jun,mon,3.0,999,1,failure,-2.9,92.963,-40.8,1.281,5076.2,0,university.degree,"(25, 35]"
55,admin.,married,high.school,unknown,yes,no,1.0,may,tue,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,high.school,"(45, 55]"
55,admin.,married,high.school,no,yes,yes,1.0,aug,wed,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,high.school,"(45, 55]"
54,management,married,university.degree,no,no,no,1.0,jul,mon,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,university.degree,"(45, 55]"
39,self-employed,married,university.degree,no,no,no,1.0,nov,mon,1.0,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,university.degree,"(35, 45]"
40,blue-collar,single,basic.9y,unknown,yes,no,0.0,may,fri,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,unknown,"(35, 45]"
36,blue-collar,married,basic.6y,unknown,no,no,1.0,may,wed,1.0,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0,basic.6y,"(35, 45]"
31,technician,married,high.school,unknown,yes,no,1.0,may,tue,6.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,high.school,"(25, 35]"
35,admin.,divorced,university.degree,no,yes,no,1.0,nov,tue,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,university.degree,"(25, 35]"
39,blue-collar,married,basic.9y,no,yes,no,1.0,may,fri,6.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,basic.9y,"(35, 45]"
